Virus,,,,,,,,,,Ecology,,,,,,Basic Info,,,,,,Pathogenesis,,,,,,,,,,,,,,,Extrinsic Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case report,,,,,,,,,,,,,,
Virus_Name,Order,Family,Genus,Zoonotic,sOrigin,Spillover Direction,Host Species,Spillover Species,WildDomCap,Transmission_Mode,Transmission_Route,Shedding_Route,Vector,Host,Host_Range,DNAorRNA,Stranded,Virus diameter (nm),Envelope,Segmented,GenomeAveLenght (bp),Replication_Site,Attachment_Site,Spread_Mechanism,Entry_Mechanism,Cell_Receptor,Receptor_Distribution,Shedding_Period,Shedding_Length,Mortality_Rate,Viraemia,Cell_Tropism ,Systems/organs affected,Incubation Period,Reference,Reference,unclear,change in host distribution,change in host abundance,reservoir epidemic,change in vector distribution,change in vector abundance,change in vector control,introduced/invasive species,human-animal contact,livestock- and domestic-wildlife interface,encroachment,hunting,provisioning,local livestock production,industrial livestock production,agricultural activity,aquaculture,wetland cultivation,deforestation,reforestation,logging,mining,irrigation,dam building,human demographic change,human population density,urbanization,climate change,food contamination,water contamination,soil contamination,Vehicle contamination,sewage management,road building,international movement of animal,intranational movement of animals,socioeconomic change,cultural/religious beliefs or practices,public health infrastructure,vaccination breakdown,ineffective vaccine,Incomplete vaccination coverage ,immunosuppression,co-infection,war/conflict,famine,malnourishment,natural disasters,weather conditions,Reference_DOI,First.Author,Publication.Year,Notes,Reservoir,Occurence Date,Location,Scenario,Clin Disease ,Histopath,Fatalities,Seroprevalence,N of cases/positive samples,%Seropositive,Serotype/Strains,Transmission,Other,Type of study,Case_Reference
Bovine viral diarrhea virus 1,Amarillovirales,Flaviviridae,Pestivirus,0,Seberian Cattle,D-W,Cattle,Wild boars,Wild,"Indirect contact (rarely direct), vertical","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
","Narrow (ruminants, swine)",RNA,SS,40-60,enveloped,FALSE,12573,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","gastrointestinal tract, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.rvsc.2018.05.018,Milićević V,2018,,,2016-2017,Eastern Serbia ,,,,,,,,,,,,
Bovine viral diarrhea virus 1,Amarillovirales,Flaviviridae,Pestivirus,0,,D-W,Cattle,Red deer,Wild,"Indirect contact (rarely direct), vertical","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
","Narrow (ruminants, swine)",RNA,SS,40-60,enveloped,FALSE,12573,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","gastrointestinal tract, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7589/0090-3558-36.3.584,Nielsen SS,2000,,,"1995-1996, 1997-1998","Jutland, Denmark",,,,,,,,,,,,
Bovine viral diarrhea virus 1 ,Amarillovirales,Flaviviridae,Pestivirus,0,BVDV-1c,?,"cattle, sheep, goats, swine, wild deer?",Deer,Wild,"Indirect contact (rarely direct), vertical","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
","Narrow (ruminants, swine)",RNA,SS,40-60,enveloped,FALSE,12573,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","gastrointestinal tract, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/j.1348-0421.2000.tb02583.x,Harasawa R,2000,"identified the genovar of a deer isolate, SH9/11, as BVDV-1c by PNS method",,,,,,,,,,,,,,,
Border disease virus,Amarillovirales,Flaviviridae,Pestivirus,0,"France, Italy, and Switzerland?",D-W,domestic small ruminants,Alpine chamois (Rupicapra rupicapra rupicapra),Wild,"direct/indirect contact, vertical", oro-nasal route; transplacental,"all body secretions and excretions, including
semen",N,"domesticated and wild cloven-hoofed artiodactyls (sheep and goats, pigs, cattle, reindeer, European bison and chamois)",Narrow (cloven-hoofed animals),RNA,SS,50-60,enveloped,FALSE,12333,,,,,,,life-long,persistently ,50%,Short (4-11 d) (acute) or persistent (PI),,"GI, respiratory, skin, ocular, fetus, CNS,  thyroid gland, bone, foot diseases",,https://www.oie.int/fileadmin/Home/eng/Health_standards/tahm/2.07.01_BORDER_DIS.pdf,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4314/ovj.v9i1.14,Giangaspero M,2019,"may enter in contact with domestic small ruminants through the use of pastures located at a higher altitude during seasonal transhumance or by occasional contact in the surrounding of backyard farms in Alpine valleys (cattle, sheep, goats farms, and wild ruminant ungulates
(ibex, chamois, and roe deer))",,"July, 2015","Aosta Valley, Italy",,,,,,,,,,,,
Giraffe Pestivirus,Amarillovirales,Flaviviridae,Pestivirus,0,,?,?,Girraffe,Captive,,,,N,,,RNA,SS,40-60,enveloped,FALSE,NA,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/j.1348-0421.2000.tb02583.x,Harasawa R,2000,the 'Giraffe' strain was allocated to a new taxon,,1967,"Nanyuki, Kenya",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Vietnam,D-W,"Domestic livestock (pigs, cattle)","Asiatic black bears
(Ursus thibetanus), Malayan sun bear (Helarctos malayanus) ",Captive,"Direct/Indirect contact, airbone","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow (cloven-hoofed animals),RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,"Days (24h before the onset of clinical signs), up to years",Transient or persistently ,Low,,,"skin or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1177/1040638714547256,Officer K,2014," Clinical records at the center contain 2 previous reports of vesicles on footpads of bears, both observed in adult bears 7 months prior to the current outbreak. the bears both spontaneously recovered within 5 days. ; (was fed frozen bovine bones 5 days before day 1.    food contamination: FMDV survives postmortem in bone marrow, and freezing bones at –20°C. Testing of in-contact
bones did not reveal FMDV, but this does not rule out",,Aug - Sept 2011,"Tam Dao National Park, Vietnam","Thirteen Asiatic
black bears (Ursus thibetanus) and 1 Malayan sun bear (Helarctos malayanus) were apparently affected.",,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Mongolian Serotype O,D-W,Domestic cattle,"Mongolian
gazelles (Procapra gutturosa)",Wild,"Direct/Indirect contact, airbone","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow (cloven-hoofed animals),RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,"Days (24h before the onset of clinical signs), up to years",Transient or persistently ,Low,,,"skin or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7589/0090-3558-42.1.154,Nyamsuren D,2006,,,2001,"Eastern
Steppe of Mongolia",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,SAT1,W-D,Buffalo,Domestic cattle,Domestic,"Direct/Indirect contact, airbone","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow (cloven-hoofed animals),RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,"Days (24h before the onset of clinical signs), up to years",Transient or persistently ,Low,,,"skin or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.4102/ojvr.v81i2.721,Banda F,2014,,Buffalo,2012,"Kazungula, Zambia",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,,W-D,Water buffalo,Cattle,Domestic,"Direct/Indirect contact, airbone","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow (cloven-hoofed animals),RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,"Days (24h before the onset of clinical signs), up to years",Transient or persistently ,Low,,,"skin or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.prevetmed.2011.08.003,Brahmbhatt DP,2012,Descriptive study of cattle-wildlife contact,,"October 2006 to March 2007 and April to
September 2007","Kruger National Park (KNP) and the
adjacent Limpopo province, South Africa ",,,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,Germany,D-W,Domestic cattle,"elk (Alces alces), European bison (Bison bonasus), red deer (Cervus elaphus)",Wild,"Indirect contact, vertical","Vector, transplacental",,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.tvjl.2013.08.013,Larska M,2013,"The
high SBV infection rate in bison may reflect a particular species susceptibility: bison are more closely related genetically to domestic
ruminants than are cervid species;     ? (exceptional high temp)",,Dec 2012,"Białowieza National Park, Poland","An elk calf, approximately 6-months of age, was found wandering alone on the outskirts of the Białowieza National Park (BNP), which is a European bison (Bison bonasus) Primeval Forest Reserve. The introduction of SBV infection to the European bison (Bison bonasus) population of BNP
between July and November 2012 was also confirmed",,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,European countries,D-W,Domestic cattle,"Fallow deer (Dama dama), Fallow deer (Dama dama), Mouflon (Ovis aries musimon), Roe deer (Capreolus capreolus), European bison (Bison bonasus)","wild, captive","Indirect contact, vertical","Vector, transplacental",,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1186/s12917-014-0307-3,Larska M,2014,"strong dependence between wild and domestic ruminant densities; SBV exposure may be connected to the
species and size of the animal (age and body weight); Probably, the environment
characteristics such as humidity, temperature, variation in
temperature during night and day affecting the presence and density of vector influence the possible transmission and consequently the prevalence in both domestic and
wild animals.     ? (the SBV prevalence in wild ruminants was increased in the Eastern part
of the country which is known for higher density of cattle
reared extensively in smaller size herds, often pastured enabling SBV transmission at the interface between domestic
and wild ruminant populations)",,fall/winter 2013,Poland ,"The study
presents results of serosurvey which included wild ruminants representing species of red deer (Cervus elaphus),
roe deer (Capreolus capreolus), European bison (Bison bonasus), fallow deer (Dama dama), mouflon (Ovis orientalis
musimon) hunted or immobilized at 34 different locations of Poland in the autumn/winter 2013",,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,"Germany, Netherlands",D-W,"Domestic ruminants, wild ruminants","red deer, fallow deer",Wild,"Indirect contact, vertical","Vector, transplacental",,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1136/vr.f2438,Barlow A,2013,"On January 23, 2012, the presence of
SBV infection was confirmed in Britain for
the first time on four sheep farms in Norfolk,
Suffolk and East Sussex (AHVLA 2012);  the larger herding deer species (red deer and
fallow deer) seem to be more attractive to
Culicoides seeking a blood meal than the
smaller more solitary species;    reservoir epidemic: infection was introduced
into continental Europe during 2011, and first SBV in UK was detected in Jan 2012)",,Feb - March 2012,"East Anglia, UK",deer species (red deer and fallow deer) tested positive,,,,,,,,,,,
Schmallenberg virus,Bunyavirales,Peribunyaviridae,Orthobunyavirus,0,European countries,D-W,Domestic ruminants,"red deer, roe deer, mouflon, Alpine ibex, Alpine and Pyrenean chamois",Wild,"Indirect contact, vertical","Vector, transplacental",,Y,"domestic (cattle, sheep, goats, camelids) and wild ruminants(alpacas, elk, water buffalo, European bison, red deer, fallow deer, roe deer, sika deer, llama, reindeer, moufflon, chamois), wild boar, dogs, wild carnivores, horses, exotic zoo species (onager, Grevy’s zebra, Asian elephant and babirusa)  ",Broad,RNA,SS,100,enveloped,TRUE,,,,,,,,,,,Short (3 - 7 d),Neurons,"Reproductive, GI, fetus, CNS, musculoskeletal",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785879/,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/tbed.12371,Rossi S,2017,"The temporal delay observed here suggests that mountain wildlife has been exposed after domestic livestock, possibly as a
result on an initial spillover of SBV infection from domestic to wildlife species; SBV transmission in wildlife may rely on different vector species than in domestic
species, especially above 1500 m where different Culicoides species (C. obsoletus group and others) were observed compared to low elevation areas",,2011-2014,France,,,,,,,,,,,,
Porcine reproductive and respiratory syndrome virus,Nidovirales,Arteriviridae,Arterivirus,0,,D-W,Domestic pigs,Wild boar,Wild,"direct/indirect contact, airborne, vertical","fomites, respiratory route, oral routes (ingestion), through the mucosae or percutaneously(ear notching, tail docking, teeth clipping, and injection of drugs and vaccines), aerosol, by coitus or insemination, inoculation; transplacental, through colostrum or milk,"," nasal secretions, saliva, urine, feces, mammary gland secretions, semen ",N,domestic and wild pigs,Narrow (swine),RNA,SS,,enveloped,FALSE,15349.5," macrophages in the lungs and lymphoid
tissues",,lympho-haematic route,,CD163 (hemoglobin-haptoglobin scavenger),,Weeks to months,"Transient, intermittently",,Weeks to months,"macrophages, dendritic cells, endothelial cells, respiratory epithelium, and fibroblasts","reproductive, respiratory, lymphoid, fetus",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5086057/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMID 25876282,Vilcek S,2015,"The detection of PRRSV
genomic sequence similar to the vaccine strain in wild boars indicates that virus has been most probably transmitted from vaccinated domestic pigs to wild boars;   provisioning: wild boars
in the winter period might have occasional access to animal by-products from yard-slaughters?",,,"Slanske vrchy, Slovakia",,,,,,,,,,,,
Porcine reproductive and respiratory syndrome virus,Nidovirales,Arteriviridae,Arterivirus,0,,W-D,"Domestic pigs, wild boar",wild boar (Sus scrofa scrofa),Domestic,"direct/indirect contact, airborne, vertical","fomites, respiratory route, oral routes (ingestion), through the mucosae or percutaneously(ear notching, tail docking, teeth clipping, and injection of drugs and vaccines), aerosol, by coitus or insemination, inoculation; transplacental, through colostrum or milk,"," nasal secretions, saliva, urine, feces, mammary gland secretions, semen ",N,domestic and wild pigs,Narrow (swine),RNA,SS,,enveloped,FALSE,15349.5," macrophages in the lungs and lymphoid
tissues",,lympho-haematic route,,CD163 (hemoglobin-haptoglobin scavenger),,Weeks to months,"Transient, intermittently",,Weeks to months,"macrophages, dendritic cells, endothelial cells, respiratory epithelium, and fibroblasts","reproductive, respiratory, lymphoid, fetus",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5086057/,Fenner's Veterinary Virology,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10.1080/01652176.2015.1022666,Marinou KA,2015,"possible contact with
positive domestic pigs, introduction of vaccinated breeding animals or even mechanical transmission of PRRSV
(e.g., human, tracks, fomites, etc.);     entrance of wild boar from neighboring Turkey?",,April 2012 - August 2013,Greece,,,,,,,,,,,,
 Venezuelan Equine Encephalitis Virus,Martellivirales,Togaviridae,Alphavirus,1,,?,?,"Cattle (Bos taurtis), Goat (Capra hircus), Feral Hog (Sus scrofa), White-tailed Deer (Odocoileus virginianus), Peccary (Pecan angulatus), Raccoon (Procyon lotor), Coyote (Canis lairans), Cotton-tailed rabbit (Sybvibagus floridanus), Pocket Gopher (Geomys bursarius),",free-ranging,Indirect,bite of a mosquito vector,,Y,"mammals (cotton
rats, spiny rats, Peromyscus spp., domestic animals, human), horses, donkeys, and mules","Broad (mammals, rodents, horses, human)",RNA,SS,70,enveloped,FALSE,11444,dendritic cells near the entry site,,"regional lymph nodes, specific extraneural tissues, neurons",clathrin-mediated endocytosis (requiring early and late endosome formation),"laminin binding protein, heparin sulfate",,,,"Highly variable, up to 80%",,"immune cells, especially dendritic cells, neurons","CNS, lymphoid (bone marrow, spleen, lymph node), pancreas, kidney, heart, lung",4–6 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6410161/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7589/0090-3558-11.2.195,Smart DL,1975,"A number of
wild and domestic species on the Welder
Wildlife Refuge including cattle, feral
hogs, peccanies, deer, raccoon, pocket
gophers, rabbits, and coyotes had been
infected with VEE prior to the 1971 epizootic. These findings and the results of
previous studies’” suggest that VEE was present and possibly enzootic in Texas
for many years prior to the 1971 epizootic.",, 1963 - 1973,"Welder Wildlife Refuge, Texas, US",,,,,,,,,,,,
Rabbit hemorrhagic disease virus 2,"Picornavirales
",Caliciviridae,Lagovirus,0,mainland Portugal,W-D,Wild rabbits,"Domestic rabbits, wild rabbits","Domestic, wild",Direct/indirect contact ,"Fecal-oral route, contaminated excretions or blood, carcasses, fomites (food, water, bedding, clothing, cages, equipment), vector-borne transmission by scavenging mammals, birds and insects",Feces,N," wild and domestic rabbit, hares",Narrow,RNA,SS,,non-enveloped,FALSE,7437,epithelial cells of the upper respiratory and digestive tracts,,,,"HBGA H type 2, A type 2 and B type 2",,,,High,Short,"Hepatocytes, macrophages","Liver, spleen, lung, trachea, kidneys, bone marrow",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3331820/,,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1007/s11262-017-1483-6,Carvalho CL,2017,,,2016-2017,"Madeira, Portugal",,,,,,,,,,,,
Rabbit haemorrhagic disease virus 2,"Picornavirales
",Caliciviridae,Lagovirus,0,,D-W?,Domestic rabbits,Wild rabbits,Wild,Direct/indirect contact ,"Fecal-oral route, contaminated excretions or blood, carcasses, fomites (food, water, bedding, clothing, cages, equipment), vector-borne transmission by scavenging mammals, birds and insects",Feces,N," wild and domestic rabbit, hares",Narrow,RNA,SS,,non-enveloped,FALSE,7437,epithelial cells of the upper respiratory and digestive tracts,,,,"HBGA H type 2, A type 2 and B type 2",,,,High,Short,"Hepatocytes, macrophages","Liver, spleen, lung, trachea, kidneys, bone marrow",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3331820/,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.1007/s00705-014-2329-3,Dalton KP,2015,"In comparison with other RHDV
isolates belonging to the previously known genogroups 1–6, RHDVb shows marked phenotypic differences, as it causes disease preferentially in young rabbits under
40 days of age and shows modified red blood cell agglutination profiles as well as antigenic differences that allow this variant to escape protection by the currently available vaccines",,"2011, 2012",Portugal,"Isolate N11 was detected in young domestic animals during a rabbit hemorrhagic disease (RHD) outbreak that occurred in 2011 on a
rabbit farm in Navarra, Spain, while CBVal16 was isolated
from a wild rabbit found dead in Valpac ¸os, Northern Portugal, a yearlater. ",,,,,,,,,,,
Swine influenza A virus (H1N1),Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,1,"Italian H1N1 SIVs isolated from
domestic pigs",D-W,Domestic pigs,Wild boars,Wild,"Direct/indirect contact, airbone ","aerosol, droplets, and fomites",Nasal secretions,N,"pigs, human",Narrow,RNA,SS,80–120,enveloped,TRUE,13444.6,epithelium of the nasal cavity and large airways,,,receptor-mediated endocytosis,"Sialic acid (SAα2,3Gal and SAα2,6Gal receptors)",,7-10 d,Transient,Low,,epithelial cells in the upper respiratory tract,"upper respiratory passages, trachea, and lower respiratory tract",Days,https://www.ncbi.nlm.nih.gov/books/NBK513241/,Fenner's Veterinary Virology,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/irv.12198,Foni E,2013,,,"July to
December 2012","Emilia Romagna, Italy",,,,,,,,,,,,
