Virus,,,,,,,,,,,,Ecology,,,,,,,,,,Basic Info,,,,,,Pathogenesis,,,,,,,,,,,,,,,Extrinsic Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case report,,,,,,,,,,,,,,
Virus_Name,Order,Family,Genus,Zoonotic,sOrigin,Spillover Direction,Host Species,Spillover Species,WildDom,WildCaptive,FreeRanging,Transmission_Mode,Transmission_Route,Transmission_Route_Details,Shedding_Route,Vertical,Vector,Host,Host_Range,Number_of_order_affected,Number_of_family_affected,DNAorRNA,Stranded,Virus diameter (nm),Envelope,Segmented,GenomeAveLenght (bp),Primary_Replication_Site,Attachment_Site,Spread_Mechanism,Entry_Mechanism,Cell_Receptor,Receptor_Distribution,Shedding_Period,Shedding_Length,Mortality_Rate,Viraemia,Cell_Tropism ,Systems/organs affected,Incubation Period,Reference,Reference,unclear,change in host distribution,change in host abundance,reservoir epidemic,change in vector distribution,change in vector abundance,change in vector control,introduced/invasive species,human-animal contact,livestock- and domestic-wildlife interface,encroachment,hunting,provisioning,local livestock production,industrial livestock production,agricultural activity,aquaculture,wetland cultivation,deforestation,reforestation,logging,mining,irrigation,dam building,human demographic change,human population density,urbanization,climate change,food contamination,water contamination,soil contamination,Vehicle contamination,sewage management,road building,international movement of animal,intranational movement of animals,socioeconomic change,cultural/religious beliefs or practices,public health infrastructure,vaccination breakdown,ineffective vaccine,Incomplete vaccination coverage ,immunosuppression,co-infection,war/conflict,famine,malnourishment,natural disasters,weather conditions,Reference_DOI,First.Author,Publication.Year,Notes,Reservoir,Occurence Date,Location,Scenario,Clin Disease ,Histopath,Fatalities,Seroprevalence,N of cases/positive samples,%Seropositive,Serotype/Strains,Transmission,Other,Type of study,Case_Reference
Rabies virus,Mononegavirales,Rhabdoviridae,Lyssavirus,1,,W-D,Brazilian free-tailed bat,Cow,Domestic,0,0,Direct contact,Direct contact/Inoculation,Bite wound,Saliva,,N,Carnivora and Microchiroptera,Broad,2,N,RNA,SS,75,enveloped,FALSE,11932,Striated or connective tissue at the inoculation site,Endoneurium of Schwann cells,transynaptic spread,Clathrin-mediated endocytosis,"nAchR
 NCAM
p75NTR
mGluR2",CNS,,Intermittent,High,n,Neurons,CNS,20-60d,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7589/0090-3558-36.2.231,de Mattos CA,2000,Brazilian free-tailed bat: the reservoir; the abundance and close contact with humans and domestic animals; wide distribution; seasonal migration,Brazilian free-tailed bat,"1977, 1987",Chile,,,,,,,,,,,,
Bovine viral diarrhea virus 1,Amarillovirales,Flaviviridae,Pestivirus,0,,D-W,Cattle,Mule deer,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",1,N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
",Narrow,1,4,RNA,SS,40-60,enveloped,FALSE,12573,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","GI, lung, spleen, lymph nodes, heart, skeletal muscles, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1177/104063870802000521,Duncan C,2008,the identification of a naturally infected adult PI animal in the wild,, 2005-2006,"Colorado, US",A single adult male mule deer tested positive; it was shot in DAU D-2,,,,"the apparent
prevalence for that DAU was 0.52% (95% CI: 021.06%); . apparent
prevalence among all Colorado deer was 0.03%; the 95%
CI on the overall prevalence for PI deer was 020.10%",1,,,,,,
Bovine viral diarrhea virus,Amarillovirales,Flaviviridae,Pestivirus,0,,D-W,Cattle,"White-tailed deer (Odocoileus
virginianus) ",Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",1,N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
",Narrow,1,4,RNA,SS,40-60,enveloped,FALSE,12573/12255,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","GI, lung, spleen, lymph nodes, heart, skeletal muscles, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1177/104063870802000116,Passler T,2008,"the identification of a naturally infected PI WTD; therefore, the IHC-positive deer may
represent a locally contained infection that has not spread to other populations of white-tailed deer within the region.",,2005-2006,"Alabama, US",,,,,,,,,,,,
Bovine viral diarrhea virus 1,Amarillovirales,Flaviviridae,Pestivirus,0,Seberian Cattle,D-W,Cattle,Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",1,N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
",Narrow,1,4,RNA,SS,40-60,enveloped,FALSE,12573,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","GI, lung, spleen, lymph nodes, heart, skeletal muscles, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.rvsc.2018.05.018,Milićević V,2018,,,2016-2017,Eastern Serbia ,,,,,,,,,,,,
Bovine viral diarrhea virus 1,Amarillovirales,Flaviviridae,Pestivirus,0,,D-W,Cattle,Red deer,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",1,N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
",Narrow,1,4,RNA,SS,40-60,enveloped,FALSE,12573,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","GI, lung, spleen, lymph nodes, heart, skeletal muscles, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7589/0090-3558-36.3.584,Nielsen SS,2000,,,"1995-1996, 1997-1998","Jutland, Denmark",,,,,,,,,,,,
Bovine viral diarrhea virus 1 ,Amarillovirales,Flaviviridae,Pestivirus,0,BVDV-1c,Unclear,"cattle, sheep, goats, swine, wild deer?",Deer,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","respiratory route, contaminated feed and fomites (urine, oral and nasal
secretions, feces, or amniotic fluid); transplacental","saliva and droplets, urine, feces, or amniotic fluid",1,N,"Domestic ruminants (cattle, sheep, and goats), wild ruminants (New World camelids, deer, bison, and other domestic and
wild ungulates), swine
",Narrow,1,4,RNA,SS,40-60,enveloped,FALSE,12573,"Nasal mucosa, tonsils",,"regional lymph nodes, lymphoid tissues and the intestine",recptor-mediated endocytosis,,,life-long,persistently ,,,"monocytes/macrophages, dendritic cells, and lymphocytes","GI, lung, spleen, lymph nodes, heart, skeletal muscles, lymphoid tissues, pulmonary, fetal CNS, blood vessel walls, integument, placenta",5–7d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7135131/pdf/main.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/j.1348-0421.2000.tb02583.x,Harasawa R,2000,"identified the genovar of a deer isolate, SH9/11, as BVDV-1c by PNS method",,,,,,,,,,,,,,,
Border disease virus,Amarillovirales,Flaviviridae,Pestivirus,0,"France, Italy, and Switzerland?",D-W,Domestic small ruminants,Alpine chamois (Rupicapra rupicapra rupicapra),Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral", oro-nasal route; transplacental,"all body secretions and excretions, including
semen",1,N,"domesticated and wild cloven-hoofed artiodactyls (sheep and goats, pigs, cattle, reindeer, European bison and chamois)",Narrow,1,3,RNA,SS,50-60,enveloped,FALSE,12333,,,,,,,life-long,persistently ,Medium,Short (4-11 d) (acute) or persistent (PI),,"GI, respiratory, skin, ocular, fetus, CNS,  thyroid gland, bone, foot diseases",,https://www.oie.int/fileadmin/Home/eng/Health_standards/tahm/2.07.01_BORDER_DIS.pdf,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4314/ovj.v9i1.14,Giangaspero M,2019,"may enter in contact with domestic small ruminants through the use of pastures located at a higher altitude during seasonal transhumance or by occasional contact in the surrounding of backyard farms in Alpine valleys (cattle, sheep, goats farms, and wild ruminant ungulates
(ibex, chamois, and roe deer))",,"July, 2015","Aosta Valley, Italy",,,,,,,,,,,,
Border disease virus,Amarillovirales,Flaviviridae,Pestivirus,0,Spain,"D-W, W-D","Sheep, cattle, goats",Alpine chamois,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral", oro-nasal route; transplacental,"all body secretions and excretions, including
semen",1,N,"domesticated and wild cloven-hoofed artiodactyls (sheep and goats, pigs, cattle, reindeer, European bison and chamois)",Narrow,1,3,RNA,SS,50-60,enveloped,FALSE,12333,,,,,,,life-long,persistently ,Medium,Short (4-11 d) (acute) or persistent (PI),,"GI, respiratory, skin, ocular, fetus, CNS,  thyroid gland, bone, foot diseases",,https://www.oie.int/fileadmin/Home/eng/Health_standards/tahm/2.07.01_BORDER_DIS.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.1371/journal.pone.0051031,Fernández-Sirera L,2012,,,,Spain,,,,,,,,,,,,
Giraffe Pestivirus (Pestivirus G),Amarillovirales,Flaviviridae,Pestivirus,0,,Unclear,?,Girraffe,Wild,1,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral", oro-nasal route; transplacental,,,N,,Narrow,1,,RNA,SS,40-60,enveloped,FALSE,NA,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/j.1348-0421.2000.tb02583.x,Harasawa R,2000,the 'Giraffe' strain was allocated to a new taxon,,1967,"Nanyuki, Kenya",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Vietnam,D-W,"Domestic livestock (pigs, cattle)","Asiatic black bears
(Ursus thibetanus), Malayan sun bear (Helarctos malayanus) ",Wild,1,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1177/1040638714547256,Officer K,2014," Clinical records at the center contain 2 previous reports of vesicles on footpads of bears, both observed in adult bears 7 months prior to the current outbreak. the bears both spontaneously recovered within 5 days. ; (was fed frozen bovine bones 5 days before day 1.    food contamination: FMDV survives postmortem in bone marrow, and freezing bones at –20°C. Testing of in-contact
bones did not reveal FMDV, but this does not rule out",,Aug - Sept 2011,"Tam Dao National Park, Vietnam","Thirteen Asiatic
black bears (Ursus thibetanus) and 1 Malayan sun bear (Helarctos malayanus) were apparently affected.",,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,Mongolian Serotype O,D-W,Domestic cattle,"Mongolian
gazelles (Procapra gutturosa)",Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7589/0090-3558-42.1.154,Nyamsuren D,2006,,,2001,"Eastern
Steppe of Mongolia",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,SAT1,W-D,Buffalo,Domestic cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.4102/ojvr.v81i2.721,Banda F,2014,,Buffalo,2012,"Kazungula, Zambia",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,,W-D,Water buffalo,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.prevetmed.2011.08.003,Brahmbhatt DP,2012,Descriptive study of cattle-wildlife contact,,"October 2006 to March 2007 and April to
September 2007","Kruger National Park (KNP) and the
adjacent Limpopo province, South Africa ",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,"South Africa, Mozambique",W-D, Impala antelope,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s00705-005-0629-3,Vosloo W,2006,"Similar viruses were circulating between the two countries involving wildlife as well as
domestic animals; impala in KNP become infected by close contact with buffalo and are known to act as intermediaries between buffalo and cattle",,"1977, 1979","Choque, Mozambique & Sibasa, Kruger National Park, South Africa",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,South Africa,W-D, Impala antelope,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s00705-005-0629-3,Vosloo W,2006,,,1973,"Letaba, Kruger National Park, South Africa",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,South Africa,W-D, Impala antelope,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.1007/s00705-005-0629-3,Vosloo W,2006,"impala in KNP become infected
by close contact with buffalo and are known to act as intermediaries between buffalo and cattle; co-circulation of SAT-2 variants",,1971,"Komatipoort, Kruger National Park, South Africa",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,South Africa,W-D, Impala antelope,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s00705-005-0629-3,Vosloo W,2006,,,1975,"Hectorspruit, Kruger National Park, South Africa",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,South Africa,W-D,Buffalo,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s00705-005-0629-3,Vosloo W,2006,FMD virus can be maintained in a buffalo herd for up to 24 years,,1980,"Matiani, Kruger National Park, South Africa",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,South Africa,W-D,African Buffalo,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,10.1111/j.1749-6632.2002.tb04376.x,Vosloo W,2002,Flood damaged the fence of KNP and buffalo escaped,,2000,"Nkomaas, South Africa",,,,,,,,,,,,
Foot-and-mouth disease virus,Picornavirales,Picornaviridae,Aphthovirus,1,South Africa,W-D,African Buffalo,Cattle,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral, Airborne, Fomite","inhalation of droplets, ingestion of infected food, inoculation with contaminated vaccines, insemination with contaminated semen, and contact with contaminated clothing,
veterinary instruments","saliva, droplets, aerosols, vesicular fluids, milk, semen, urine, and feces",,N,"cloven-hoofed domestic and wild animal species (Cattle, sheep, swine, goats, water buffalo, llamas, camels)",Narrow,1,3,RNA,SS,25,non-enveloped,FALSE,8159,pharynx,,oral and pedal epithelial areas; monocyte/macrophage,recptor-mediated endocytosis (docking not uncoating),"integrins, heparan sulfate proteoglycan, Fc receptors",,Days to years,Transient or persistently ,Low,,,"Integument or mucous membranes, tongue, soft palate, feet, tonsils, tracheobronchial lymph nodes, heart",2–8 d,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC387408/,Fenner's Veterinary Virology,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,10.1111/j.1749-6632.2002.tb04376.x,Vosloo W,2002,,,2001,"Mhala, South Africa",,,,,,,,,,,,
